program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
EX199811075,"11/12/98 0:00","Wood Waste Handling system","Shamrock Cabinet and Appliances","10201 E 65TH ST",Raytown,Jackson,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","1/11/99 0:00",0199-008,60,,,AP0000950203,39.005286,-94.461067,1,rooftop,10201,"E 65th St",,,Raytown,MO,"Jackson County",64133,US,Jackson,2021,29,29095,Raytown,2960788,012703,1016,1,290950127031016,29095012703,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199811095,"11/20/98 0:00","New generator, drill","Beyer Crushed Rock Co.","4600 E County Hwy Y",Cleveland,Cass,"AP:  No Permit Required","AP: Applicability Determination Request","12/9/98 0:00",N/A,19,,,AP0000370053,38.655025,-94.559725,0.5,place,,,,,Cleveland,MO,"Cass County",64734,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,061100,4020,4,290370611004020,29037061100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903170,"11/23/98 0:00","Auto Shredding","Galmet Inc","3005 Manchester","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","11/23/98 0:00",OP,0,"11/22/03 0:00",,APB000950115,39.072694,-94.493883,1,rooftop,3005,"Manchester Trfy",,,"Kansas City",MO,"Jackson County",64129,US,Jackson,2021,29,29095,"Kansas City",2938000,016300,1001,1,290950163001001,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812003,"11/30/98 0:00","Plastic Packaging","Packaging Resources Inc","3601 Bennington","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","12/30/98 0:00",864,30,,,AP0000952185,39.059723,-94.50673,1,rooftop,3601,"Bennington Ave",,,"Kansas City",MO,"Jackson County",64129,US,Jackson,2021,29,29095,"Kansas City",2938000,016300,1074,1,290950163001074,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812004,"11/30/98 0:00","Asphalt Production","Lear Corporation Asphalt","8485 Prospect","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","12/30/98 0:00",852,30,,,APB000952029,38.973621,-94.55707,1,rooftop,8485,"Prospect Ave",,,"Kansas City",MO,"Jackson County",64132,US,Jackson,2021,29,29095,"Kansas City",2938000,009600,2026,2,290950096002026,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812069,"11/30/98 0:00","VOC limits","Ford Motor Company - Kansas City Plant","8121 E US Hwy 69","Kansas City",Clay,"AP:  Closed out, per policy","AP: Applicability Determination Request","12/16/98 0:00",,16,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,"E 69th St",,,"Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,017500,1029,1,290950175001029,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812041,"12/2/98 0:00","Spray Booth Replacement","Lake City Army Ammunition Plant","MO Hwy 78",Independence,Jackson,"AP:  No Permit Required","AP: Applicability Determination Request","12/31/98 0:00",N/A,29,,,AP0000950046,39.107798,-94.409828,0.5,place,,,,,Independence,MO,"Jackson County",64050,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,Independence,2935000,011300,1011,1,290950113001011,29095011300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812039,"12/10/98 0:00","Hot mix asphalt","Superior Asphalt Company","9001 Hickman Mills Dr","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","1/9/99 0:00",863,30,,,AP0000952052,38.963421,-94.539909,1,rooftop,9001,"Hickman Mills Dr",,,"Kansas City",MO,"Jackson County",64132,US,Jackson,2021,29,29095,"Kansas City",2938000,017400,3004,3,290950174003004,29095017400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812042,"12/10/98 0:00","7-color printing press ","Midland Lithography","1841 VERNON ST","North Kansas City",Clay,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","3/31/99 0:00",0399-034,111,,,AP0000470033,39.140337,-94.553897,1,range_interpolation,1841,"Vernon St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6004,6,290470221006004,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812047,"12/14/98 0:00","Enhanced fluid recovery","Amoco Oil Co","1000 North Sterling","Sugar Creek",Jackson,"AP:  No Permit Required","AP: Applicability Determination Request","12/23/98 0:00",N/A,9,,,APA000950002,39.112849,-94.444597,0.7,street_center,,"N Sterling Ave",,,Independence,MO,"Jackson County",64054,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Sugar Creek",2971368,011100,1037,1,290950111001037,29095011100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812084,"12/22/98 0:00","Pigment Disolver","Tnemec Company, Inc","123 W 123rd Ave","North Kansas City",Clay,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","1/6/00 0:00",012000-003,380,,,AP0000470075,39.130004,-94.562177,0.45,place,,,,,"North Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6014,6,290470221006014,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812086,"12/22/98 0:00","Rock Crusher","APAC - Limpus Quarries Inc","38800 E 285th St","Garden City",Cass,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate to New Site","1/25/99 0:00",,34,"1/15/01 0:00",,AP0000370022,38.595001,-94.154881,1,range_interpolation,38800,"E 285th St",,,"Garden City",MO,"Cass County",64747,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060700,2044,2,290370607002044,29037060700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812097,"12/23/98 0:00","Mortuary Incinerator","O'Neill Mortuary & Livery","21524 N Main St",Peculiar,Cass,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","4/1/02 0:00",OP,1195,"12/22/03 0:00",,AP0000370058,38.718862,-94.460456,0.6,street_center,,"S Main St",,,Peculiar,MO,"Cass County",64078,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,Peculiar,2956756,061002,6023,6,290370610026023,29037061002,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199812103,"12/28/98 0:00","Vinyl processing change",Variform,"303 W MAJOR ST",Kearney,Clay,"AP:  Application Required","AP: Applicability Determination Request","1/15/99 0:00",,18,,,AP0000470129,39.375176,-94.365623,1,range_interpolation,303,"W Major St",,,Kearney,MO,"Clay County",64060,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Kearney,2938072,021806,3009,3,290470218063009,29047021806,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199901031,"1/11/99 0:00","Portland Cement Controls $65,387.12","LaFarge Corporation - Sugar Creek","4201 N RIVER BLVD","Sugar Creek",Jackson,"AP:  Sales Tax Completed","AP: Sales Tax Exemption Requests","3/18/99 0:00",,66,,,APB000950030,39.044565,-94.428934,0.7,rooftop,4201,"S River Blvd",,,Independence,MO,"Jackson County",64055,US,Jackson,2021,29,29095,Independence,2935000,012400,4000,4,290950124004000,29095012400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199901059,"1/12/99 0:00","Dust Control Equip. $11,847","GeoBond International","3883 E 75th Terrace","Kansas City",Jackson,"AP:  Sales Tax Completed","AP: Sales Tax Exemption Requests","3/18/99 0:00",,65,,,AP0199901059,38.988087,-94.542121,1,rooftop,3883,"E 75th Ter",,,"Kansas City",MO,"Jackson County",64132,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,009600,2000,2,290950096002000,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199901053,"1/20/99 0:00","Replacement Diesel Generator","Beyer Crushed Rock Co.","4600 E County Hwy Y",Cleveland,Cass,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","3/26/99 0:00",0399-026,65,,,AP0000370053,38.655025,-94.559725,0.5,place,,,,,Cleveland,MO,"Cass County",64734,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,061100,4020,4,290370611004020,29037061100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199901062,"1/21/99 0:00","Overfire air system $1,210,200","UtiliCorp United - Sibley","33200 East Johnson Road",Sibley,Jackson,"AP:  Sales Tax Completed","AP: Sales Tax Exemption Requests","3/22/99 0:00",,60,,,APB000950031,39.177896,-94.184572,1,rooftop,33200,"E Johnson Rd",,,Sibley,MO,"Jackson County",64088,US,Jackson,2021,29,29095,,,015000,2040,2,290950150002040,29095015000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903181,"1/23/99 0:00","Dry Cleaners","Crossgate Cleaners","11718 Blue Ridge Blvd","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","1/23/99 0:00",OP,0,"1/22/04 0:00",,AP0000952122,38.911202,-94.520554,1,rooftop,11718,"Blue Ridge Blvd",,,"Kansas City",MO,"Jackson County",64134,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,013100,2016,2,290950131002016,29095013100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903121,"3/23/99 0:00","Paint Booth","AGCO Manufacturing Group","627 South Cottage",Independence,Jackson,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","7/21/99 0:00",0799-019,120,,,AP0000950125,39.086306,-94.424475,1,rooftop,627,"S Cottage Ave",,,Independence,MO,"Jackson County",64050,US,Jackson,2021,29,29095,Independence,2935000,011702,2009,2,290950117022009,29095011702,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199904049,"3/23/99 0:00","Superfund site remediation-5 yr update","Lee Chemical Site","101 East Kansas Street","Pleasant Valley",Clay,"AP:  Interprogram Coordination Completed","AP: Interprogram Coordination Task","4/19/99 0:00",,27,,,AP000047N012,39.245964,-94.419301,1,range_interpolation,101,"E Kansas St",,,Liberty,MO,"Clay County",64068,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Liberty,2942032,021401,1026,1,290470214011026,29047021401,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903130,"3/26/99 0:00","Can filling and crushing","Faultless Starch/BonAmi Company","1025 W 8th Street","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","4/25/99 0:00",847-A,30,,,AP0000952094,39.105378,-94.59568,1,rooftop,1025,"W 8th St",,,"Kansas City",MO,"Jackson County",64101,US,Jackson,2021,29,29095,"Kansas City",2938000,015200,3033,3,290950152003033,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903134,"3/26/99 0:00","New turbines & duct burner","Kansas City Power & Light Co (Hawthorn)","8700 HAWTHORNE RD","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","8/20/99 0:00",,147,,,AP0000950022,39.130505,-94.478423,1,rooftop,8700,"Hawthorne Rd",,,"Kansas City",MO,"Jackson County",64120,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,2006,2,290950155002006,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903139,"3/29/99 0:00","Calendering machine time extension","Jefferson Smurfit Corp","110 East 10th Avenue","North Kansas City",Clay,"AP:  Construction Extension","AP: Corrections & Amendments","4/9/99 0:00",0797-008,11,,,APA000470011,39.127075,-94.579758,1,range_interpolation,110,"E 10th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6130,6,290470221006130,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903140,"3/29/99 0:00","Haz Waste Landfill Closure Plan","BFI Landfill, Inc","RFD 3","Missouri City",Clay,"AP:  Interprogram Coordination Completed","AP: Interprogram Coordination Task","4/9/99 0:00",,11,,,AP0000470092,39.245755,-94.292406,0.5,place,,,,,"Missouri City",MO,"Clay County",64072,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,,,021602,2064,2,290470216022064,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199901075,"1/26/99 0:00","Upgrade Extrusion Line",Variform,"303 W MAJOR ST",Kearney,Clay,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","3/26/99 0:00",0399-027,59,,,AP0000470129,39.375176,-94.365623,1,range_interpolation,303,"W Major St",,,Kearney,MO,"Clay County",64060,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Kearney,2938072,021806,3009,3,290470218063009,29047021806,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199901076,"1/26/99 0:00","Chrome Plating","De Tray Plating Works Inc","10406 E 11TH ST S",Independence,Jackson,"AP:  No Permit Required","AOP: Basic Operating Permit","10/17/01 0:00",OP,995,,,AP0000950214,39.096449,-94.45444,1,rooftop,10406,"E 11th St S",,,Independence,MO,"Jackson County",64052,US,Jackson,2021,29,29095,Independence,2935000,011002,1017,1,290950110021017,29095011002,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199901082,"1/28/99 0:00","Amend start-up proceedures","Kansas City Power & Light Co (Hawthorn)","8700 HAWTHORNE RD","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","2/28/99 0:00",667-B,31,,,AP0000950022,39.130505,-94.478423,1,rooftop,8700,"Hawthorne Rd",,,"Kansas City",MO,"Jackson County",64120,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,2006,2,290950155002006,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903158,"1/30/99 0:00",Pharmaceutical,"Quintiles, Inc","10245 Hickman Mills Dr","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","1/30/99 0:00",OP,0,"1/29/04 0:00",,APA000952202,38.940306,-94.528735,1,rooftop,10245,"Hickman Mills Dr",,,"Kansas City",MO,"Jackson County",64137,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,013003,2004,2,290950130032004,29095013003,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902004,"2/1/99 0:00","Extruder replacement","Lilly Industries Inc","1136 FAYETTE ST","North Kansas City",Clay,"AP:  Permit Required","AP: Applicability Determination Request","3/5/99 0:00",,32,,,APA000470140,39.129364,-94.575079,1,range_interpolation,1136,"Fayette St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6133,6,290470221006133,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902036,"2/5/99 0:00","Concrete Batch Plant","Loch Sand & Construction",,"Kansas City",Platte,"AP:  Closed out, per policy","AP: Sec 4: Relocate to New Site","2/18/99 0:00",,13,,,AP0199902036,39.102404,-94.598583,1,place,,,,,"Kansas City",MO,"Jackson County",64101,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,015200,3049,3,290950152003049,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902051,"2/11/99 0:00","New reactor vessel","Department of Energy Kansas City Plant","2000 E BANNISTER RD","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","4/23/99 0:00",868,71,,,AP0000950005,38.958178,-94.565192,1,rooftop,2000,"E Bannister Rd",,,"Kansas City",MO,"Jackson County",64131,US,Jackson,2021,29,29095,"Kansas City",2938000,009600,3024,3,290950096003024,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902055,"2/16/99 0:00","Concrete Batch Plant","Loch Sand & Construction",,"Kansas City",Platte,"AP:  Permit Issued","AP: Local CP","3/30/99 0:00",703-A,42,,,AP0199902036,39.102404,-94.598583,1,place,,,,,"Kansas City",MO,"Jackson County",64101,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,015200,3049,3,290950152003049,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902056,"2/16/99 0:00","Simple cycle turbines & heat recovery generator","Kansas City Power & Light Co (Hawthorn)","8700 HAWTHORNE RD","Kansas City",Jackson,"AP:  Amendment Approved","AOP: Phase II Acid Rain Permit Amendment","10/13/99 0:00",,239,"12/31/04 0:00",,AP0000950022,39.130505,-94.478423,1,rooftop,8700,"Hawthorne Rd",,,"Kansas City",MO,"Jackson County",64120,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,2006,2,290950155002006,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902057,"2/16/99 0:00","General OP Dry Cleaners","Lidias Dry Cleaners","406 East Pine",Raymore,Cass,"AP:  OP Application Replaced by New Submittal","AOP: Basic Operating Permit","2/15/04 0:00",OP,1825,"2/15/04 0:00",,AP0000370046,38.79502,-94.435542,0.5,place,,,,,Raymore,MO,"Cass County",64083,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,Raymore,2960752,060308,1001,1,290370603081001,29037060308,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902068,"2/16/99 0:00","New flexographic press","Package Service Company, Inc.","1800 NW VIVION RD",Northmoor,Platte,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","6/8/99 0:00",0699-011,112,,,APA001650021,39.182542,-94.601729,0.9,rooftop,1800,"NW Vivion Rd",,,Northmoor,MO,"Platte County",64150,US,"Platte County",2021,29,29165,Northmoor,2953174,030002,3015,3,291650300023015,29165030002,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902077,"2/18/99 0:00","Paint disperser","Campbell, Earl Mfg. Co","400 E 10TH AVE","Kansas City",Clay,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","6/2/99 0:00",0699-004,104,,,AP0000470079,39.126758,-94.57739,1,range_interpolation,400,"E 10th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6146,6,290470221006146,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902091,"2/24/99 0:00","Fume hood, packaging line","Lilly Industries Inc","1136 FAYETTE ST","North Kansas City",Clay,"AP:  Permit Required","AP: Applicability Determination Request","3/24/99 0:00",,28,,,APA000470140,39.129364,-94.575079,1,range_interpolation,1136,"Fayette St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6133,6,290470221006133,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199902100,"2/24/99 0:00","General OP - Concrete","Pavestone Company","601 NE PAVESTONE DR","Lee's Summit",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","12/16/02 0:00",OP,1391,"2/23/04 0:00",,APA000950280,38.954038,-94.366002,0.9,rooftop,601,"NE Pavestone Dr",,,"Lees Summit",MO,"Jackson County",64064,US,Jackson,2021,29,29095,"Lee's Summit",2941348,014205,1020,1,290950142051020,29095014205,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
